restaurant_id,order_hour,day_of_week,actual_prep_time_min,observed_prep_time_min,rush_index,reliability_score,for_bias,rf_pred,baseline_error,rf_error
182,17,0,16.56,19.98,0.496875,0.36412638339354325,3.4200000000000017,20.3711,3.4200000000000017,3.8110999999999997
194,9,5,19.47,22.99,0.4961832061068702,0.24101665205959688,3.5199999999999996,19.176699999999993,3.5199999999999996,0.29330000000000567
187,9,0,19.72,22.11,0.4905660377358491,0.3483574375740617,2.3900000000000006,19.947300000000016,2.3900000000000006,0.22730000000001738
3,21,0,22.87,24.03,0.49484536082474234,0.6416181828068077,1.1600000000000001,23.11245000000001,1.1600000000000001,0.24245000000000871
1,2,1,15.72,18.06,0.9838187702265372,0.21769500415677467,2.339999999999998,15.978199999999992,2.339999999999998,0.25819999999999155
66,21,0,17.05,22.24,0.48843930635838145,0.16365253483545805,5.189999999999998,16.624199999999995,5.189999999999998,0.42580000000000595
142,21,1,16.49,18.66,0.4944649446494465,0.38990739699321414,2.1700000000000017,23.24889999999999,2.1700000000000017,6.75889999999999
98,12,1,23.43,25.62,0.49132947976878616,0.3113272435471999,2.1900000000000013,25.59645,2.1900000000000013,2.166450000000001
119,23,0,13.15,18.29,0.4874213836477987,0.14550203931992117,5.139999999999999,12.701600000000003,5.139999999999999,0.4483999999999977
173,5,4,18.44,18.75,0.4954128440366972,0.7145108752758222,0.3099999999999987,19.5778,0.3099999999999987,1.1377999999999986
39,8,2,13.4,15.3,0.49117647058823527,0.25537555802483575,1.9000000000000004,12.2152,1.9000000000000004,1.184800000000001
68,3,5,16.51,16.51,0.49258160237388726,0.9924985574148874,0.0,17.27090000000001,0.0,0.7609000000000101
178,21,3,29.58,34.0,0.9861111111111112,0.21861869089523356,4.420000000000002,23.527800000000003,4.420000000000002,6.052199999999996
63,18,1,12.29,16.29,0.48916408668730643,0.1864072999503916,4.0,12.427500000000002,4.0,0.13750000000000284
63,14,5,21.48,25.72,0.48916408668730643,0.1864072999503916,4.239999999999998,21.233999999999984,4.239999999999998,0.24600000000001643
65,6,1,33.05,33.68,0.4886731391585761,0.3376712635778213,0.6300000000000026,26.315600000000007,0.6300000000000026,6.73439999999999
43,3,4,13.85,20.91,0.49027237354085607,0.14669021305685315,7.0600000000000005,13.487599999999995,7.0600000000000005,0.3624000000000045
108,20,0,22.79,24.85,0.49019607843137253,0.7071302298173247,2.0600000000000023,24.186200000000007,2.0600000000000023,1.3962000000000074
58,4,5,18.32,22.56,0.4965034965034965,0.20885510234784993,4.239999999999998,16.713099999999987,4.239999999999998,1.6069000000000138
169,21,4,17.43,17.43,0.4967741935483871,0.4236669101533966,0.0,19.2795,0.0,1.849499999999999
6,8,6,14.38,17.5,0.4966216216216216,0.19339014496399484,3.119999999999999,13.740700000000002,3.119999999999999,0.6392999999999986
31,1,3,8.35,8.35,0.4947735191637631,0.9654940811015027,0.0,22.205600000000004,0.0,13.855600000000004
69,22,1,19.28,23.6,0.49290780141843976,0.2028737343656939,4.32,18.57080000000001,4.32,0.7091999999999921
65,19,5,27.95,30.89,0.4886731391585761,0.3376712635778213,2.9400000000000013,25.490599999999983,2.9400000000000013,2.4594000000000165
24,22,6,22.54,22.54,0.4966666666666666,0.5804709385962699,0.0,20.068950000000008,0.0,2.471049999999991
71,3,5,16.57,17.89,0.4888888888888889,0.42578031109432407,1.3200000000000003,17.770149999999987,1.3200000000000003,1.2001499999999865
174,10,4,16.83,18.41,0.4964028776978417,0.30671486471683646,1.5800000000000018,20.025199999999998,1.5800000000000018,3.1952
166,3,5,24.84,29.7,0.4980988593155894,0.20016984107727767,4.859999999999999,25.003499999999995,4.859999999999999,0.16349999999999554
59,10,6,15.55,22.84,0.48948948948948945,0.12804865849022629,7.289999999999999,14.248200000000004,7.289999999999999,1.3017999999999965
162,8,2,23.19,25.58,0.4969512195121951,0.2691948715429582,2.389999999999997,21.141000000000012,2.389999999999997,2.048999999999989
97,21,6,34.68,37.5,0.49180327868852464,0.250639653281813,2.8200000000000003,30.76519999999999,2.8200000000000003,3.9148000000000103
49,0,6,24.25,26.46,0.49614395886889456,0.2781033005089815,2.210000000000001,22.01965000000001,2.210000000000001,2.2303499999999907
21,12,1,25.19,26.62,0.49342105263157904,0.6339646564704018,1.4299999999999997,27.03774999999998,1.4299999999999997,1.84774999999998
58,17,2,11.96,15.02,0.4965034965034965,0.20885510234784993,3.0599999999999987,11.730599999999992,3.0599999999999987,0.22940000000000893
120,11,6,22.79,27.85,0.49374999999999997,0.20501321374229198,5.060000000000002,22.395200000000017,5.060000000000002,0.3947999999999823
120,23,1,19.17,20.65,0.49374999999999997,0.20501321374229198,1.4799999999999969,15.367499999999998,1.4799999999999969,3.8025000000000038
55,1,1,16.08,20.92,0.48948948948948945,0.15724243812448155,4.840000000000003,17.24170000000001,4.840000000000003,1.1617000000000104
141,10,6,21.18,25.03,0.49504950495049505,0.20128027453309577,3.8500000000000014,18.689600000000006,3.8500000000000014,2.490399999999994
127,15,2,30.22,36.95,0.49549549549549554,0.12378944625164626,6.730000000000004,28.58340000000003,6.730000000000004,1.6365999999999694
95,0,5,12.5,12.5,0.495016611295681,0.9243027888446216,0.0,19.864450000000016,0.0,7.364450000000016
18,4,0,28.31,31.42,0.4942528735632184,0.44874007594062826,3.110000000000003,28.92350000000001,3.110000000000003,0.6135000000000126
111,5,0,16.23,18.14,0.4945054945054945,0.2515897471407633,1.9100000000000001,16.259500000000003,1.9100000000000001,0.029500000000002302
95,6,0,20.67,20.67,0.495016611295681,0.9243027888446216,0.0,23.215399999999995,0.0,2.5453999999999937
40,12,1,30.07,34.21,0.9805194805194807,0.21518414468572014,4.140000000000001,23.192349999999998,4.140000000000001,6.877650000000003
56,6,3,5.29,7.61,0.49363057324840764,0.3115946694135067,2.3200000000000003,9.466599999999996,2.3200000000000003,4.176599999999996
18,23,4,25.27,26.17,0.4942528735632184,0.44874007594062826,0.9000000000000021,21.850200000000008,0.9000000000000021,3.4197999999999915
156,20,3,27.01,30.46,0.49230769230769234,0.23446658851113714,3.4499999999999993,26.372400000000013,3.4499999999999993,0.6375999999999884
157,7,6,20.47,23.57,0.4922600619195047,0.2221437735166737,3.1000000000000014,18.966700000000017,3.1000000000000014,1.5032999999999817
156,2,6,19.31,22.69,0.49230769230769234,0.23446658851113714,3.3800000000000026,20.136500000000005,3.3800000000000026,0.8265000000000065
62,16,5,15.89,22.08,0.4915824915824916,0.17766518338172516,6.189999999999998,17.358200000000004,6.189999999999998,1.468200000000003
159,17,6,15.79,21.74,0.4925925925925925,0.1711050534703292,5.949999999999999,17.870400000000007,5.949999999999999,2.080400000000008
107,22,0,28.06,32.06,0.4938271604938272,0.19479409075025464,4.0000000000000036,22.764899999999994,4.0000000000000036,5.295100000000005
88,3,0,18.88,20.13,0.49642857142857144,0.28023046539999275,1.25,19.717799999999997,1.25,0.8377999999999979
86,15,4,26.99,30.45,0.49438202247191015,0.22997757718622433,3.460000000000001,22.0424,3.460000000000001,4.947599999999998
148,7,3,24.44,28.18,0.4964028776978417,0.23234881627697654,3.7399999999999984,20.913200000000007,3.7399999999999984,3.5267999999999944
169,10,2,19.11,21.36,0.4967741935483871,0.4236669101533966,2.25,18.988699999999994,2.25,0.12130000000000507
144,18,3,9.4,15.39,0.48376623376623373,0.19717166361520044,5.99,11.807399999999989,5.99,2.4073999999999884
181,23,4,15.23,18.74,0.48666666666666664,0.24835062789517443,3.509999999999998,17.78160000000001,3.509999999999998,2.551600000000011
105,1,6,23.74,30.8,0.49511400651465803,0.11709487612337899,7.060000000000002,21.889200000000002,7.060000000000002,1.850799999999996
172,15,0,27.45,29.24,0.49683544303797467,0.37764580478148313,1.7899999999999991,22.923399999999994,1.7899999999999991,4.5266000000000055
141,23,4,15.09,19.44,0.49504950495049505,0.20128027453309577,4.350000000000001,13.786299999999994,4.350000000000001,1.3037000000000063
99,12,1,30.82,33.08,0.495016611295681,0.31790654598478774,2.259999999999998,25.00380000000001,2.259999999999998,5.816199999999991
75,4,0,26.35,28.6,0.49511400651465803,0.376528658893512,2.25,24.516699999999982,2.25,1.833300000000019
7,6,3,26.56,30.75,0.5,0.18383761011106856,4.190000000000001,27.712749999999975,4.190000000000001,1.1527499999999762
106,13,4,21.36,24.6,0.4892086330935252,0.2338039909324713,3.240000000000002,25.095049999999993,3.240000000000002,3.735049999999994
94,20,4,10.51,10.51,0.4933333333333333,0.545664087306254,0.0,19.22195000000001,0.0,8.71195000000001
119,16,1,13.05,19.67,0.4874213836477987,0.14550203931992117,6.620000000000001,13.564200000000005,6.620000000000001,0.5142000000000042
59,13,5,19.57,27.3,0.48948948948948945,0.12804865849022629,7.73,17.200100000000006,7.73,2.369899999999994
8,19,3,28.54,31.78,0.49234693877551017,0.21129755910157372,3.240000000000002,24.584499999999988,3.240000000000002,3.9555000000000113
47,12,0,18.17,24.84,0.49572649572649574,0.1219136234970993,6.669999999999998,16.8447,6.669999999999998,1.3253000000000021
16,16,2,8.31,14.35,0.4968553459119497,0.17808506180599204,6.039999999999999,10.060300000000005,6.039999999999999,1.7503000000000046
5,8,5,10.22,14.9,0.49374999999999997,0.23675135960472818,4.68,12.203300000000006,4.68,1.9833000000000052
142,8,3,15.48,16.28,0.4944649446494465,0.38990739699321414,0.8000000000000007,16.438099999999988,0.8000000000000007,0.9580999999999875
75,4,4,19.91,23.12,0.49511400651465803,0.376528658893512,3.210000000000001,21.500800000000012,3.210000000000001,1.5908000000000122
26,10,5,16.87,18.7,0.4939759036144578,0.2699478937786427,1.8299999999999983,17.633399999999998,1.8299999999999983,0.7633999999999972
81,22,4,15.46,17.13,0.49291784702549574,0.26726057906458794,1.6699999999999982,15.992999999999988,1.6699999999999982,0.532999999999987
159,18,1,26.23,33.38,0.4925925925925925,0.1711050534703292,7.150000000000002,21.666200000000007,7.150000000000002,4.563799999999993
10,2,5,11.57,15.79,0.4907063197026022,0.17633482872183182,4.219999999999999,10.211899999999998,4.219999999999999,1.358100000000002
103,1,3,13.76,17.86,0.49632352941176466,0.20305769401374088,4.1,15.614800000000017,4.1,1.8548000000000169
66,18,1,19.36,23.19,0.48843930635838145,0.16365253483545805,3.830000000000002,17.569200000000006,3.830000000000002,1.7907999999999937
51,1,3,22.25,26.73,0.49632352941176466,0.1842981790955951,4.48,21.535699999999988,4.48,0.7143000000000121
19,3,6,7.62,9.9,0.48895899053627767,0.29292870115413905,2.2800000000000002,11.671199999999999,2.2800000000000002,4.051199999999999
62,10,5,35.915,40.03,0.4915824915824916,0.17766518338172516,4.115000000000002,21.952499999999997,4.115000000000002,13.962500000000002
23,15,0,14.18,16.49,0.4947735191637631,0.23153740839172104,2.3099999999999987,13.579199999999993,2.3099999999999987,0.6008000000000067
38,4,1,18.52,23.25,0.4982817869415808,0.20182725749193592,4.73,18.138099999999998,4.73,0.3819000000000017
125,2,1,11.83,12.93,0.49853372434017595,0.2594503848831996,1.0999999999999996,11.702999999999996,1.0999999999999996,0.12700000000000422
183,15,5,11.24,13.79,0.4944649446494465,0.38098506950403294,2.549999999999999,17.600899999999996,2.549999999999999,6.360899999999996
86,18,5,19.78,21.28,0.49438202247191015,0.22997757718622433,1.5,17.284799999999994,1.5,2.4952000000000076
155,0,4,14.33,17.49,0.4965986394557823,0.23107109420131072,3.1599999999999984,14.655799999999997,3.1599999999999984,0.3257999999999974
92,19,4,26.06,29.96,0.49249249249249255,0.1579211829732252,3.900000000000002,22.4661,3.900000000000002,3.593899999999998
187,2,3,18.06,19.24,0.4905660377358491,0.3483574375740617,1.1799999999999997,19.580499999999997,1.1799999999999997,1.5204999999999984
183,11,5,21.56,22.91,0.4944649446494465,0.38098506950403294,1.3500000000000014,21.287800000000008,1.3500000000000014,0.2721999999999909
66,19,6,17.58,22.77,0.48843930635838145,0.16365253483545805,5.190000000000001,16.802700000000005,5.190000000000001,0.7772999999999932
70,9,5,17.06,21.5,0.4888888888888889,0.17448200654307525,4.440000000000001,15.603,4.440000000000001,1.456999999999999
187,9,2,12.7,12.7,0.4905660377358491,0.3483574375740617,0.0,12.3652,0.0,0.33479999999999954
169,1,1,21.17,21.98,0.4967741935483871,0.4236669101533966,0.8099999999999987,20.018500000000003,0.8099999999999987,1.1514999999999986
151,15,1,16.65,17.45,0.49679487179487186,0.6827671820336304,0.8000000000000007,19.159600000000008,0.8000000000000007,2.5096000000000096
83,22,4,17.09,22.01,0.49514563106796117,0.17089148390771858,4.920000000000002,17.696399999999997,4.920000000000002,0.6063999999999972
104,17,3,13.95,13.95,0.4928774928774929,0.8518100964549667,0.0,21.1998,0.0,7.2498000000000005
13,8,6,9.76,12.35,0.48951048951048953,0.3169901525190324,2.59,12.870199999999995,2.59,3.1101999999999954
148,15,4,10.86,13.13,0.4964028776978417,0.23234881627697654,2.2700000000000014,10.043399999999991,2.2700000000000014,0.8166000000000082
150,16,1,24.17,25.51,0.49180327868852464,0.26149933092944627,1.3399999999999999,21.452499999999983,1.3399999999999999,2.717500000000019
66,6,4,14.76,19.71,0.48843930635838145,0.16365253483545805,4.950000000000001,14.871199999999993,4.950000000000001,0.11119999999999308
38,21,5,23.39,27.64,0.4982817869415808,0.20182725749193592,4.25,25.93215000000001,4.25,2.54215000000001
182,15,3,21.03,24.71,0.496875,0.36412638339354325,3.6799999999999997,23.007400000000025,3.6799999999999997,1.9774000000000242
133,20,2,29.13,29.85,0.496551724137931,0.6016970943687323,0.7200000000000024,26.765049999999995,0.7200000000000024,2.364950000000004
169,6,3,22.6,22.68,0.4967741935483871,0.4236669101533966,0.0799999999999983,20.448799999999995,0.0799999999999983,2.1512000000000064
39,6,1,21.52,24.3,0.49117647058823527,0.25537555802483575,2.780000000000001,20.115100000000012,2.780000000000001,1.4048999999999872
10,8,3,17.16,22.29,0.4907063197026022,0.17633482872183182,5.129999999999999,16.801300000000012,5.129999999999999,0.35869999999998825
140,21,5,35.915,40.03,0.49526813880126186,0.3261301869282779,4.115000000000002,25.892749999999996,4.115000000000002,10.022250000000003
11,18,4,21.44,22.23,0.49504950495049505,0.25580459829394836,0.7899999999999991,19.348599999999998,0.7899999999999991,2.0914000000000037
50,2,0,17.39,17.63,0.4939759036144578,0.37135796953747785,0.23999999999999844,19.061600000000002,0.23999999999999844,1.6716000000000015
173,15,2,18.2,18.2,0.4954128440366972,0.7145108752758222,0.0,20.957600000000003,0.0,2.7576000000000036
32,11,6,27.29,33.17,0.49526813880126186,0.1521856196296036,5.880000000000003,18.9797,5.880000000000003,8.310299999999998
177,11,0,18.86,26.36,0.49523809523809526,0.12066306299293052,7.5,18.58470000000001,7.5,0.2752999999999908
55,10,0,16.66,22.67,0.48948948948948945,0.15724243812448155,6.010000000000002,17.596200000000007,6.010000000000002,0.9362000000000066
36,6,5,26.36,26.86,0.49363057324840764,0.5070823904115329,0.5,24.2155,0.5,2.1445000000000007
195,3,2,21.68,26.05,0.494949494949495,0.16977214053204626,4.370000000000001,19.66020000000001,4.370000000000001,2.0197999999999894
25,14,5,15.47,21.53,0.4962406015037594,0.12659219830366455,6.0600000000000005,14.450600000000007,6.0600000000000005,1.0193999999999939
85,23,0,13.8,16.86,0.4982578397212543,0.24163399288775417,3.0599999999999987,15.719000000000003,3.0599999999999987,1.9190000000000023
107,5,3,18.16,22.06,0.4938271604938272,0.19479409075025464,3.8999999999999986,17.379799999999992,3.8999999999999986,0.7802000000000078
163,4,3,23.22,25.09,0.4932432432432432,0.30165912518853694,1.870000000000001,22.823099999999982,1.870000000000001,0.39690000000001646
132,1,4,26.22,26.87,0.4893617021276595,0.8528784648187633,0.6500000000000021,26.595850000000006,0.6500000000000021,0.3758500000000069
2,22,0,20.57,21.04,0.4928571428571428,0.47999301828337043,0.46999999999999886,17.219900000000006,0.46999999999999886,3.350099999999994
118,14,0,22.09,22.09,0.4966442953020134,0.7321461810510641,0.0,22.41264999999999,0.0,0.3226499999999888
186,15,3,19.55,20.18,0.4927953890489914,0.356940050296098,0.629999999999999,21.75949999999999,0.629999999999999,2.209499999999988
122,21,0,27.03,29.3,0.9874999999999999,0.27190269619543783,2.2699999999999996,23.5344,2.2699999999999996,3.4955999999999996
149,21,6,22.74,25.12,0.49508196721311465,0.36076738932533126,2.3800000000000026,25.10809999999999,2.3800000000000026,2.368099999999991
92,4,2,15.36,20.44,0.49249249249249255,0.1579211829732252,5.080000000000002,14.948199999999993,5.080000000000002,0.4118000000000066
38,12,5,33.18,36.83,0.4982817869415808,0.20182725749193592,3.6499999999999986,23.893699999999995,3.6499999999999986,9.286300000000004
4,14,3,16.34,20.91,0.49606299212598426,0.22862685326312876,4.57,23.723450000000003,4.57,7.383450000000003
194,4,3,17.78,20.51,0.4961832061068702,0.24101665205959688,2.7300000000000004,18.043900000000015,2.7300000000000004,0.2639000000000138
197,10,6,11.37,16.17,0.4826498422712934,0.2171077237441048,4.8000000000000025,12.635499999999988,4.8000000000000025,1.2654999999999887
15,2,3,11.87,13.75,0.493006993006993,0.29107138525723436,1.8800000000000008,13.656599999999996,1.8800000000000008,1.7865999999999964
8,3,3,17.24,21.7,0.49234693877551017,0.21129755910157372,4.460000000000001,17.783300000000015,4.460000000000001,0.5433000000000163
75,10,6,19.95,24.0,0.49511400651465803,0.376528658893512,4.050000000000001,21.2239,4.050000000000001,1.2739000000000011
58,10,5,19.23,20.23,0.4965034965034965,0.20885510234784993,1.0,16.3463,1.0,2.883700000000001
10,4,6,11.72,16.13,0.4907063197026022,0.17633482872183182,4.409999999999998,10.915400000000004,4.409999999999998,0.8045999999999971
99,10,5,12.56,16.74,0.495016611295681,0.31790654598478774,4.179999999999998,17.637300000000003,4.179999999999998,5.077300000000003
125,11,0,22.1,25.65,0.49853372434017595,0.2594503848831996,3.549999999999997,23.01130000000002,3.549999999999997,0.9113000000000184
89,10,3,15.43,18.86,0.48852459016393446,0.19190736403851158,3.4299999999999997,15.097199999999985,3.4299999999999997,0.33280000000001486
47,1,5,8.35,15.48,0.49572649572649574,0.1219136234970993,7.130000000000001,9.160099999999995,7.130000000000001,0.8100999999999949
57,11,1,20.99,22.9,0.4911242603550296,0.315967746012487,1.9100000000000001,21.30630000000001,1.9100000000000001,0.31630000000001246
122,12,1,35.915,40.03,0.49374999999999997,0.27190269619543783,4.115000000000002,31.380399999999995,4.115000000000002,4.534600000000005
69,17,1,15.77,20.27,0.49290780141843976,0.2028737343656939,4.5,15.980900000000002,4.5,0.2109000000000023
198,4,0,24.51,29.12,0.49491525423728805,0.1693467523303747,4.609999999999999,22.083799999999997,4.609999999999999,2.426200000000005
153,0,1,18.75,18.75,0.49811320754716976,0.5819592628516004,0.0,18.07829999999999,0.0,0.6717000000000084
92,23,5,25.13,31.45,0.49249249249249255,0.1579211829732252,6.32,21.516500000000004,6.32,3.613499999999995
8,10,6,24.3,28.02,0.49234693877551017,0.21129755910157372,3.719999999999999,23.270899999999997,3.719999999999999,1.0291000000000032
176,6,1,22.38,26.7,0.4966666666666666,0.1915844188475098,4.32,20.82199999999999,4.32,1.5580000000000105
151,7,2,19.28,20.25,0.49679487179487186,0.6827671820336304,0.9699999999999989,19.626199999999994,0.9699999999999989,0.3461999999999925
158,12,0,18.89,18.89,0.9802816901408452,0.8507152309534312,0.0,25.924249999999997,0.0,7.034249999999997
188,8,1,11.1,15.75,0.49508196721311465,0.1588866973482358,4.65,10.477499999999996,4.65,0.622500000000004
40,18,6,22.55,27.76,0.49025974025974034,0.21518414468572014,5.210000000000001,22.55415,5.210000000000001,0.00414999999999921
29,15,0,16.62,19.56,0.4947735191637631,0.3252176741023253,2.9399999999999977,20.71039999999999,2.9399999999999977,4.090399999999988
18,20,2,23.93,23.93,0.4942528735632184,0.44874007594062826,0.0,23.340700000000005,0.0,0.5892999999999944
89,6,5,21.85,27.58,0.48852459016393446,0.19190736403851158,5.729999999999997,22.389200000000002,5.729999999999997,0.539200000000001
153,14,5,18.34,19.55,0.49811320754716976,0.5819592628516004,1.2100000000000009,25.478349999999992,1.2100000000000009,7.138349999999992
175,20,5,22.91,25.66,0.49435028248587565,0.223463687150838,2.75,21.45980000000001,2.75,1.4501999999999917
117,14,5,35.915,40.03,0.49358974358974356,0.2502831867954043,4.115000000000002,27.67904999999999,4.115000000000002,8.23595000000001
26,22,1,21.67,23.47,0.4939759036144578,0.2699478937786427,1.7999999999999972,21.801599999999986,1.7999999999999972,0.13159999999998462
92,20,5,19.23,24.7,0.49249249249249255,0.1579211829732252,5.469999999999999,18.324900000000014,5.469999999999999,0.9050999999999867
116,12,4,15.93,19.38,0.5,0.20543586946641215,3.4499999999999993,17.959399999999988,3.4499999999999993,2.0293999999999883
124,20,2,18.44,23.74,0.4937888198757764,0.19941250009587141,5.299999999999997,19.461600000000004,5.299999999999997,1.021600000000003
198,21,6,26.11,29.06,0.49491525423728805,0.1693467523303747,2.9499999999999993,22.7025,2.9499999999999993,3.407499999999999
152,2,0,20.29,29.12,0.4931972789115646,0.12550079644736206,8.830000000000002,18.703599999999994,8.830000000000002,1.5864000000000047
27,12,1,18.05,21.12,0.49621212121212127,0.4253796612864753,3.0700000000000003,25.241250000000004,3.0700000000000003,7.191250000000004
40,3,6,19.99,23.77,0.49025974025974034,0.21518414468572014,3.780000000000001,20.741699999999994,3.780000000000001,0.751699999999996
181,3,6,18.13,21.93,0.48666666666666664,0.24835062789517443,3.8000000000000007,20.129299999999994,3.8000000000000007,1.9992999999999945
148,7,1,16.69,19.61,0.4964028776978417,0.23234881627697654,2.919999999999998,14.342799999999997,2.919999999999998,2.3472000000000044
18,3,2,26.32,27.94,0.4942528735632184,0.44874007594062826,1.620000000000001,25.4122,1.620000000000001,0.9078000000000017
149,13,0,18.8,19.66,0.49508196721311465,0.36076738932533126,0.8599999999999994,23.282400000000017,0.8599999999999994,4.482400000000016
35,21,0,20.18,24.02,0.49473684210526325,0.17736289381563594,3.84,17.162900000000004,3.84,3.0170999999999957
91,5,4,13.97,13.97,0.4968553459119497,0.8626591811584281,0.0,15.9551,0.0,1.9850999999999992
9,13,3,20.88,20.88,0.48805460750853236,0.6967213114754098,0.0,22.275300000000026,0.0,1.3953000000000273
91,7,4,16.09,16.09,0.4968553459119497,0.8626591811584281,0.0,15.808600000000002,0.0,0.2813999999999979
142,18,1,17.44,19.65,0.4944649446494465,0.38990739699321414,2.2099999999999973,20.994499999999995,2.2099999999999973,3.5544999999999938
5,16,4,16.49,20.14,0.49374999999999997,0.23675135960472818,3.650000000000002,18.148299999999995,3.650000000000002,1.658299999999997
64,6,3,16.88,17.87,0.49629629629629624,0.44668016447849046,0.990000000000002,19.525499999999994,0.990000000000002,2.645499999999995
166,7,1,14.15,18.28,0.4980988593155894,0.20016984107727767,4.130000000000001,14.736600000000005,4.130000000000001,0.5866000000000042
80,21,3,33.86,36.0,0.49857549857549854,0.20013193883374963,2.1400000000000006,29.280650000000005,2.1400000000000006,4.5793499999999945
153,7,2,15.04,15.04,0.49811320754716976,0.5819592628516004,0.0,14.92869999999999,0.0,0.11130000000000884
49,13,4,35.2,37.3,0.49614395886889456,0.2781033005089815,2.0999999999999943,23.672850000000004,2.0999999999999943,11.527149999999999
51,15,3,11.85,14.5,0.49632352941176466,0.1842981790955951,2.6500000000000004,12.441400000000014,2.6500000000000004,0.5914000000000144
198,18,0,14.58,20.81,0.49491525423728805,0.1693467523303747,6.229999999999999,15.902199999999988,6.229999999999999,1.322199999999988
129,10,0,20.03,21.24,0.4884488448844884,0.4456131194925631,1.2099999999999973,21.173799999999993,1.2099999999999973,1.1437999999999917
143,3,0,14.97,15.36,0.4966442953020134,0.8396893149534671,0.3899999999999988,16.599600000000006,0.3899999999999988,1.6296000000000053
33,20,5,24.19,26.05,0.4920634920634921,0.24865226294454432,1.8599999999999994,23.188450000000003,1.8599999999999994,1.0015499999999982
100,2,2,13.75,14.06,0.490506329113924,0.5215592824063666,0.3100000000000005,13.122999999999998,0.3100000000000005,0.6270000000000024
134,12,0,34.66,34.66,0.49671052631578944,0.716824644549763,0.0,30.034000000000006,0.0,4.625999999999991
81,10,6,14.14,16.87,0.49291784702549574,0.26726057906458794,2.7300000000000004,14.937499999999998,2.7300000000000004,0.7974999999999977
51,19,2,22.29,28.46,0.49632352941176466,0.1842981790955951,6.170000000000002,20.921,6.170000000000002,1.3689999999999998
80,3,4,17.86,23.23,0.49857549857549854,0.20013193883374963,5.370000000000001,19.391900000000003,5.370000000000001,1.5319000000000038
167,13,6,19.44,19.57,0.4957507082152975,0.5795118417610722,0.129999999999999,23.862400000000008,0.129999999999999,4.422400000000007
74,14,5,15.17,18.69,0.49358974358974356,0.20936360682958524,3.5200000000000014,14.2908,3.5200000000000014,0.8791999999999991
184,14,6,35.915,40.03,0.4956011730205279,0.28994940678718306,4.115000000000002,26.625199999999985,4.115000000000002,9.289800000000014
50,20,6,28.46,29.81,0.9879518072289156,0.37135796953747785,1.3499999999999979,23.647450000000017,1.3499999999999979,4.812549999999984
88,10,2,15.78,18.14,0.49642857142857144,0.28023046539999275,2.360000000000001,17.140799999999995,2.360000000000001,1.3607999999999958
28,10,3,17.9,18.9,0.49354838709677423,0.39762748931376113,1.0,17.50359999999999,1.0,0.39640000000000697
160,8,3,16.14,18.59,0.49846153846153846,0.3299886337248384,2.4499999999999993,16.880299999999988,2.4499999999999993,0.7402999999999871
100,17,2,22.37,22.37,0.490506329113924,0.5215592824063666,0.0,20.462200000000013,0.0,1.9077999999999875
156,6,0,24.18,28.03,0.49230769230769234,0.23446658851113714,3.8500000000000014,21.476800000000004,3.8500000000000014,2.7031999999999954
21,1,6,17.29,17.29,0.49342105263157904,0.6339646564704018,0.0,17.505000000000017,0.0,0.21500000000001762
109,8,4,20.26,20.47,0.49484536082474234,0.2418710301602659,0.2099999999999973,19.01089999999998,0.2099999999999973,1.2491000000000199
79,20,5,35.915,40.03,0.4906832298136645,0.2339953767042506,4.115000000000002,26.61935000000002,4.115000000000002,9.29564999999998
65,12,6,28.15,29.91,0.4886731391585761,0.3376712635778213,1.7600000000000016,27.3577,1.7600000000000016,0.7922999999999973
57,2,5,22.97,23.78,0.4911242603550296,0.315967746012487,0.8100000000000023,20.238199999999996,0.8100000000000023,2.7318000000000033
164,16,2,14.8,14.8,0.49488054607508525,0.6315250476488493,0.0,18.402500000000003,0.0,3.6025000000000027
1,7,0,21.94,26.95,0.4919093851132686,0.21769500415677467,5.009999999999998,20.649200000000015,5.009999999999998,1.2907999999999866
126,16,6,21.82,25.03,0.4983050847457626,0.21647670051860285,3.210000000000001,24.260449999999995,3.210000000000001,2.440449999999995
125,18,6,17.6,20.01,0.49853372434017595,0.2594503848831996,2.41,17.8482,2.41,0.2481999999999971
107,4,3,7.48,11.15,0.4938271604938272,0.19479409075025464,3.67,7.726800000000002,3.67,0.24680000000000124
86,17,0,15.86,19.2,0.49438202247191015,0.22997757718622433,3.34,16.508100000000002,3.34,0.648100000000003
141,4,5,18.31,23.51,0.49504950495049505,0.20128027453309577,5.200000000000003,19.8801,5.200000000000003,1.5701
23,3,3,21.14,24.9,0.4947735191637631,0.23153740839172104,3.759999999999998,18.601,3.759999999999998,2.5390000000000015
75,16,4,5.75,7.09,0.49511400651465803,0.376528658893512,1.3399999999999999,15.47810000000001,1.3399999999999999,9.72810000000001
133,3,3,22.85,24.36,0.496551724137931,0.6016970943687323,1.509999999999998,23.795299999999997,1.509999999999998,0.945299999999996
61,5,6,14.22,15.94,0.49337748344370863,0.2954919460426902,1.7199999999999989,14.813199999999997,1.7199999999999989,0.593199999999996
25,22,4,16.46,25.04,0.4962406015037594,0.12659219830366455,8.579999999999998,17.07509999999998,8.579999999999998,0.6150999999999804
73,13,2,21.97,28.28,0.49549549549549554,0.12903410801588552,6.310000000000002,21.585700000000003,6.310000000000002,0.3842999999999961
178,1,2,24.17,27.01,0.4930555555555556,0.21861869089523356,2.84,20.678100000000004,2.84,3.4918999999999976
